DRPM,GP,MPG,ORPM,RPM,Season_End_Year,Season_Start_Year,WINS,names
-1.35,60,32.2,3.74,2.39,2018,2017,6.74,Kyrie Irving
3.66,63,12.9,-1.35,2.31,2018,2017,2.78,Ekpe Udoh
2.50,57,29.5,-0.27,2.23,2018,2017,5.92,Nikola Vucevic
2.88,74,27.5,-0.74,2.14,2018,2017,6.81,Clint Capela
2.37,69,30.0,-0.37,2.00,2018,2017,6.75,Al-Farouq Aminu
3.47,61,12.0,-1.52,1.95,2018,2017,2.31,Salah Mejri
0.48,73,22.5,1.42,1.90,2018,2017,5.20,Tomas Satoransky
0.14,67,34.4,1.71,1.85,2018,2017,7.31,Gary Harris
4.08,79,26.4,-2.28,1.80,2018,2017,6.53,Jusuf Nurkic
4.34,39,26.6,-2.57,1.77,2018,2017,3.16,Andre Roberson
2.92,49,8.5,-1.23,1.69,2018,2017,1.29,Lucas Nogueira
-1.76,80,33.9,3.42,1.66,2018,2017,8.39,DeMar DeRozan
1.01,77,14.1,0.64,1.65,2018,2017,3.28,Davis Bertans
1.70,73,33.0,-0.15,1.55,2018,2017,6.91,Marc Gasol
1.09,81,20.7,0.44,1.53,2018,2017,4.94,Pascal Siakam
1.78,69,14.1,-0.32,1.46,2018,2017,2.99,Zaza Pachulia
2.29,64,25.4,-0.88,1.41,2018,2017,4.81,Andre Iguodala
0.82,76,32.7,0.57,1.39,2018,2017,7.16,Steven Adams
1.97,38,21.2,-0.64,1.33,2018,2017,2.26,Thabo Sefolosha
-1.02,80,33.4,2.27,1.25,2018,2017,7.51,Tobias Harris
0.04,80,25.9,1.18,1.22,2018,2017,5.64,Terry Rozier
0.96,65,27.5,0.22,1.18,2018,2017,4.94,Kent Bazemore
2.31,52,34.2,-1.19,1.12,2018,2017,4.98,Lonzo Ball
1.21,82,27.8,-0.12,1.09,2018,2017,6.04,Yogi Ferrell
0.81,72,31.5,0.25,1.06,2018,2017,6.16,Justin Holiday
2.08,77,23.5,-1.07,1.01,2018,2017,4.73,Pau Gasol
1.45,39,8.7,-0.47,0.98,2018,2017,0.91,Boban Marjanovic
1.32,67,20.5,-0.36,0.96,2018,2017,3.61,Nemanja Bjelica
1.61,54,29.9,-0.65,0.96,2018,2017,4.19,Marcus Smart
1.72,61,25.6,-0.80,0.92,2018,2017,3.97,Luc Mbah a Moute
1.99,9,23.3,-1.18,0.81,2018,2017,0.53,Kawhi Leonard
0.64,58,14.9,0.16,0.80,2018,2017,2.13,Langston Galloway
-1.03,81,33.1,1.77,0.74,2018,2017,6.55,Will Barton
-0.53,79,22.2,1.23,0.70,2018,2017,4.24,Anthony Tolliver
-0.74,70,33.0,1.43,0.69,2018,2017,5.67,Jeff Teague
1.75,81,30.4,-1.11,0.64,2018,2017,5.99,Dwight Howard
2.30,76,25.9,-1.67,0.63,2018,2017,4.71,John Henson
1.69,62,24.9,-1.08,0.61,2018,2017,3.73,Dewayne Dedmon
1.35,73,26.6,0.02,1.37,2018,2017,5.49,James Johnson
2.29,66,13.8,-0.97,1.32,2018,2017,2.63,Kevon Looney
-0.74,82,36.3,1.99,1.25,2018,2017,8.31,Bradley Beal
1.15,82,27.8,0.06,1.21,2018,2017,6.27,PJ Tucker
-0.13,41,34.4,1.30,1.17,2018,2017,3.96,John Wall
1.55,81,32.2,-0.46,1.09,2018,2017,6.97,Thaddeus Young
1.07,52,13.0,-0.01,1.06,2018,2017,1.80,Marreese Speights
2.42,78,18.9,-1.39,1.03,2018,2017,3.79,Ed Davis
1.12,77,22.4,-0.13,0.99,2018,2017,4.60,Jonas Valanciunas
-0.64,80,24.6,1.62,0.98,2018,2017,5.14,Jeremy Lamb
0.62,81,33.2,0.34,0.96,2018,2017,6.88,Josh Richardson
0.30,69,25.1,0.62,0.92,2018,2017,3.03,Ersan Ilyasova
1.97,69,16.7,-1.07,0.90,2018,2017,2.88,Royce O'Neale
0.52,57,16.0,0.28,0.80,2018,2017,2.27,Jose Calderon
-0.49,57,33.1,1.28,0.79,2018,2017,4.81,Tim Hardaway Jr.
0.50,58,32.9,0.22,0.72,2018,2017,4.81,Aaron Gordon
-0.31,76,17.0,1.01,0.70,2018,2017,3.25,Montrezl Harrell
0.95,76,27.5,-0.29,0.66,2018,2017,5.17,Serge Ibaka
0.67,53,13.1,-0.04,0.63,2018,2017,1.70,Channing Frye
-3.64,79,32.8,4.25,0.61,2018,2017,6.42,Lou Williams
-0.13,82,26.7,0.71,0.58,2018,2017,5.28,Julius Randle
-0.32,74,33.2,0.88,0.56,2018,2017,5.90,Kentavious Caldwell-Pope
3.81,81,18.3,-3.26,0.55,2018,2017,3.38,Aron Baynes
0.99,77,28.0,-0.46,0.53,2018,2017,4.96,Derrick Favors
3.53,54,25.3,-3.04,0.49,2018,2017,3.18,Hassan Whiteside
-0.42,67,27.0,0.87,0.45,2018,2017,4.08,George Hill
0.94,82,18.6,-0.50,0.44,2018,2017,3.46,Jakob Poeltl
0.12,74,20.7,0.30,0.42,2018,2017,3.39,Shabazz Napier
-0.85,75,31.7,1.25,0.40,2018,2017,5.30,Goran Dragic
2.10,31,5.2,-1.76,0.34,2018,2017,0.34,Dakari Johnson
-0.69,71,18.9,1.00,0.31,2018,2017,2.93,Devin Harris
-2.33,81,31.7,2.62,0.29,2018,2017,5.51,Jamal Murray
0.91,15,18.3,-0.64,0.27,2018,2017,0.59,Jamil Wilson
1.11,53,14.0,-0.85,0.26,2018,2017,1.66,Omri Casspi
0.12,78,23.4,0.12,0.24,2018,2017,4.00,Jeff Green
0.75,23,16.7,-0.57,0.18,2018,2017,0.86,Shaquille Harrison
0.78,42,10.2,-0.65,0.13,2018,2017,0.93,Willie Reed
1.16,70,25.6,-1.16,0.00,2018,2017,3.49,Danny Green
2.05,82,25.3,-2.12,-0.07,2018,2017,4.02,Marcin Gortat
1.01,66,21.5,-1.11,-0.10,2018,2017,2.71,Mario Chalmers
0.91,74,20.0,-0.32,0.59,2018,2017,3.56,OG Anunoby
1.32,77,31.5,-0.75,0.57,2018,2017,5.79,DeAndre Jordan
-1.92,70,30.2,2.47,0.55,2018,2017,5.15,JJ Redick
0.13,74,15.3,0.40,0.53,2018,2017,2.62,Jonas Jerebko
1.77,28,13.6,-1.28,0.49,2018,2017,0.85,Brandan Wright
1.96,72,16.8,-1.49,0.47,2018,2017,2.77,Maximilian Kleber
0.35,53,20.0,0.09,0.44,2018,2017,2.49,Mike Muscala
1.64,65,28.2,-1.21,0.43,2018,2017,4.17,Myles Turner
1.51,48,10.3,-1.09,0.42,2018,2017,1.15,Willy Hernangomez
1.68,63,14.8,-1.30,0.38,2018,2017,2.04,Daniel Theis
-0.64,78,29.6,0.97,0.33,2018,2017,5.25,Dario Saric
0.09,74,23.4,0.20,0.29,2018,2017,3.94,Brook Lopez
0.81,57,21.6,-0.54,0.27,2018,2017,2.62,Rudy Gay
1.96,68,24.7,-1.69,0.27,2018,2017,3.60,Justise Winslow
3.21,67,12.0,-2.96,0.25,2018,2017,1.68,Eric Moreland
0.57,82,33.3,-0.36,0.21,2018,2017,5.76,Taj Gibson
2.31,24,9.0,-2.18,0.13,2018,2017,0.47,Andrew Bogut
-0.67,75,23.5,0.68,0.01,2018,2017,3.55,D.J. Augustin
-1.34,57,32.2,1.32,-0.02,2018,2017,3.76,Evan Fournier
0.81,48,14.3,-0.89,-0.08,2018,2017,1.36,Jared Dudley
-0.51,62,27.9,0.38,-0.13,2018,2017,3.28,Reggie Bullock
0.62,41,12.1,-0.76,-0.14,2018,2017,0.94,Raul Neto
-0.89,73,19.1,0.73,-0.16,2018,2017,2.58,Trey Lyles
0.94,58,17.7,-1.15,-0.21,2018,2017,1.86,Vince Carter
0.22,74,24.5,-0.43,-0.21,2018,2017,3.36,Domantas Sabonis
-0.23,45,25.2,-0.02,-0.25,2018,2017,2.18,Milos Teodosic
1.11,21,32.0,-1.39,-0.28,2018,2017,1.21,Danilo Gallinari
-0.99,45,26.7,0.68,-0.31,2018,2017,2.13,Reggie Jackson
-2.04,81,36.1,1.71,-0.33,2018,2017,5.16,CJ McCollum
-1.24,70,19.1,0.89,-0.35,2018,2017,2.36,CJ Miles
-1.78,77,26.5,1.40,-0.38,2018,2017,3.47,Wayne Ellington
1.61,8,6.5,-2.02,-0.41,2018,2017,0.09,Marshall Plumlee
1.28,4,8.0,-1.72,-0.44,2018,2017,0.05,Matt Costello
0.83,29,13.3,-1.29,-0.46,2018,2017,0.65,Ron Baker
-1.13,75,29.3,0.65,-0.48,2018,2017,3.75,Allen Crabbe
-1.07,64,31.0,0.57,-0.50,2018,2017,3.38,Nicolas Batum
0.46,17,8.2,-0.98,-0.52,2018,2017,0.24,Derrick White
1.45,77,14.9,-1.99,-0.54,2018,2017,1.89,Ian Mahinmi
1.12,7,12.4,-1.70,-0.58,2018,2017,0.13,Jack Cooley
0.79,23,7.6,-1.38,-0.59,2018,2017,0.29,Julyan Stone
1.25,33,19.0,-1.36,-0.11,2018,2017,1.20,Cody Zeller
-0.12,71,25.8,-0.02,-0.14,2018,2017,3.52,Enes Kanter
2.00,5,14.0,-2.16,-0.16,2018,2017,0.13,Alan Williams
1.50,1,15.0,-1.69,-0.19,2018,2017,0.03,Kendrick Perkins
-0.98,80,25.3,0.77,-0.21,2018,2017,3.67,Buddy Hield
1.91,22,15.6,-2.13,-0.22,2018,2017,0.62,JaKarr Sampson
2.02,46,25.0,-2.28,-0.26,2018,2017,2.14,Tyson Chandler
0.30,65,9.5,-0.61,-0.31,2018,2017,1.15,JaVale McGee
-0.50,82,24.9,0.18,-0.32,2018,2017,3.64,Ish Smith
1.59,15,5.0,-1.94,-0.35,2018,2017,0.14,Nick Collison
0.49,33,7.7,-0.85,-0.36,2018,2017,0.46,Meyers Leonard
1.81,43,9.5,-2.19,-0.38,2018,2017,0.72,Ivica Zubac
0.51,48,15.5,-0.95,-0.44,2018,2017,1.33,Richaun Holmes
0.44,82,15.5,-0.90,-0.46,2018,2017,2.05,Patrick Patterson
-0.43,72,28.5,-0.04,-0.47,2018,2017,3.47,Tyler Johnson
1.05,74,24.1,-1.54,-0.49,2018,2017,3.04,John Collins
-2.07,79,23.2,1.57,-0.50,2018,2017,3.05,Frank Kaminsky
1.20,17,13.4,-1.73,-0.53,2018,2017,0.02,Travis Wear
0.97,74,19.5,-1.52,-0.55,2018,2017,2.36,Mason Plumlee
1.71,69,19.8,-2.29,-0.58,2018,2017,2.16,Bam Adebayo
-2.09,73,22.5,1.44,-0.65,2018,2017,2.65,Bobby Portis
-1.06,7,27.6,0.40,-0.66,2018,2017,0.30,MarShon Brooks
0.93,9,13.6,-1.59,-0.66,2018,2017,0.02,Nigel Hayes
0.59,42,13.8,-1.29,-0.70,2018,2017,0.89,Khem Birch
0.70,5,8.6,-1.43,-0.73,2018,2017,0.06,Adreian Payne
-2.15,82,25.7,1.41,-0.74,2018,2017,3.16,Patty Mills
-0.59,73,20.0,-0.15,-0.74,2018,2017,2.16,Luke Kennard
-1.25,78,32.1,0.49,-0.76,2018,2017,3.81,Carmelo Anthony
-0.38,81,20.3,-0.38,-0.76,2018,2017,2.44,Jerami Grant
1.53,74,20.1,-2.30,-0.77,2018,2017,2.31,Wesley Johnson
0.96,36,13.4,-1.78,-0.82,2018,2017,0.70,Al Jefferson
-2.28,69,23.2,1.45,-0.83,2018,2017,2.32,J.J. Barea
0.10,68,28.3,-0.93,-0.83,2018,2017,2.88,Rondae Hollis-Jefferson
-0.93,69,19.8,0.08,-0.85,2018,2017,1.96,Shelvin Mack
1.25,2,4.5,-2.11,-0.86,2018,2017,0.01,Derrick Williams
0.23,2,32.0,-1.12,-0.89,2018,2017,0.10,Andre Ingram
0.75,3,6.0,-1.68,-0.93,2018,2017,0.03,James Michael McAdoo
-0.97,48,29.9,0.03,-0.94,2018,2017,1.98,Malcolm Brogdon
-1.64,65,20.0,0.68,-0.96,2018,2017,1.78,Manu Ginobili
0.85,10,3.9,-1.81,-0.96,2018,2017,0.05,Jeff Withey
-1.23,74,22.8,0.59,-0.64,2018,2017,2.65,Jerian Grant
0.00,12,31.1,-0.66,-0.66,2018,2017,0.56,Mike Conley
-0.35,20,21.1,-0.31,-0.66,2018,2017,0.66,Isaiah Canaan
-1.62,78,25.3,0.93,-0.69,2018,2017,3.08,Joe Harris
1.11,26,13.6,-1.84,-0.73,2018,2017,0.01,Emeka Okafor
-1.04,63,23.2,0.31,-0.73,2018,2017,2.26,Josh Hart
1.72,8,17.0,-2.46,-0.74,2018,2017,0.22,Jon Leuer
1.08,3,9.0,-1.83,-0.75,2018,2017,0.03,Jameel Warney
1.16,4,5.0,-1.92,-0.76,2018,2017,0.03,Mangok Mathiang
-0.78,41,22.7,0.01,-0.77,2018,2017,1.40,Gerald Green
1.49,7,5.7,-2.28,-0.79,2018,2017,0.06,Joakim Noah
-0.66,82,27.0,-0.16,-0.82,2018,2017,3.25,Cory Joseph
2.36,30,15.7,-3.19,-0.83,2018,2017,0.69,Nerlens Noel
-0.40,62,25.0,-0.44,-0.84,2018,2017,2.25,Jarrett Jack
1.11,2,3.0,-1.97,-0.86,2018,2017,0.01,Josh McRoberts
0.82,73,28.0,-1.69,-0.87,2018,2017,2.91,Willie Cauley-Stein
1.12,21,2.3,-2.03,-0.91,2018,2017,0.07,Cole Aldrich
0.41,10,15.9,-1.35,-0.94,2018,2017,0.22,Mirza Teletovic
-2.44,54,34.5,1.49,-0.95,2018,2017,2.71,Devin Booker
-2.28,82,23.7,1.32,-0.96,2018,2017,2.75,Darius Miller
0.78,69,27.4,-1.74,-0.96,2018,2017,2.59,Stanley Johnson
-0.72,80,30.8,-0.26,-0.98,2018,2017,3.37,Bojan Bogdanovic
0.98,71,19.6,-1.98,-1.00,2018,2017,1.84,Kosta Koufos
-0.44,39,13.3,-0.59,-1.03,2018,2017,0.69,Tyler Cavanaugh
0.73,15,26.9,-1.78,-1.05,2018,2017,0.56,Damion Lee
0.51,23,14.7,-1.59,-1.08,2018,2017,0.44,Glenn Robinson III
1.39,14,5.1,-2.50,-1.11,2018,2017,0.09,Udonis Haslem
0.05,11,30.4,-1.17,-1.12,2018,2017,0.42,Patrick Beverley
-0.16,32,6.7,-0.96,-1.12,2018,2017,0.28,Ante Zizic
0.71,54,14.4,-1.85,-1.14,2018,2017,0.95,Shane Larkin
-0.56,7,9.1,-0.59,-1.15,2018,2017,0.08,Gian Clavell
1.86,31,11.6,-3.03,-1.17,2018,2017,0.46,Timofey Mozgov
0.40,33,7.1,-1.59,-1.19,2018,2017,0.29,Guerschon Yabusele
-0.79,36,19.1,-0.41,-1.20,2018,2017,0.86,Mike James
0.59,66,16.8,-1.81,-1.22,2018,2017,1.37,Tyler Zeller
0.10,20,11.3,-1.32,-1.22,2018,2017,0.28,Alec Peters
-1.58,76,30.4,0.30,-1.28,2018,2017,2.71,Courtney Lee
0.55,6,6.3,-1.84,-1.29,2018,2017,0.04,Joel Bolomboy
1.09,52,16.1,-2.41,-1.32,2018,2017,0.94,Michael Carter-Williams
0.83,9,3.6,-2.16,-1.33,2018,2017,0.04,Georges Niang
-0.38,77,27.2,-0.58,-0.96,2018,2017,2.92,Denzel Valentine
-0.37,65,26.2,-0.60,-0.97,2018,2017,2.46,Rajon Rondo
-2.23,61,33.7,1.24,-0.99,2018,2017,2.81,Austin Rivers
0.71,5,6.6,-1.72,-1.01,2018,2017,0.05,Jacob Wiley
-3.13,36,21.8,2.08,-1.05,2018,2017,1.05,Trey Burke
0.19,7,11.4,-1.26,-1.07,2018,2017,0.11,Wade Baldwin IV
0.26,51,16.0,-1.36,-1.10,2018,2017,1.04,Jason Terry
-0.74,61,11.0,-0.37,-1.11,2018,2017,0.87,Cedi Osman
0.16,69,20.2,-1.28,-1.12,2018,2017,1.86,Alex Len
-0.35,74,31.6,-0.79,-1.14,2018,2017,2.95,Wilson Chandler
-1.50,82,31.5,0.35,-1.15,2018,2017,3.34,E'Twaun Moore
0.74,1,4.0,-1.89,-1.15,2018,2017,0.01,Justin Patton
0.89,1,22.0,-2.08,-1.19,2018,2017,0.02,Chinanu Onuaku
1.01,12,4.9,-2.21,-1.20,2018,2017,0.07,Kyle Singler
-0.18,82,28.7,-1.02,-1.20,2018,2017,2.80,Dillon Brooks
-0.55,52,29.3,-0.67,-1.22,2018,2017,1.90,Kris Dunn
-0.12,73,27.0,-1.14,-1.26,2018,2017,2.32,Markieff Morris
0.27,15,8.4,-1.56,-1.29,2018,2017,0.15,Malcolm Miller
-1.96,66,26.1,0.64,-1.32,2018,2017,2.00,Ryan Anderson
0.61,15,4.8,-1.93,-1.32,2018,2017,0.09,Thomas Bryant
-0.11,59,21.4,-1.25,-1.36,2018,2017,1.40,Maurice Harkless
0.92,54,12.6,-2.28,-1.36,2018,2017,0.78,Tyler Ennis
0.32,59,14.2,-1.69,-1.37,2018,2017,0.93,Tim Frazier
-1.03,75,15.1,-0.35,-1.38,2018,2017,1.21,Alex Abrines
0.15,6,13.3,-1.56,-1.41,2018,2017,0.09,Okaro White
-0.27,68,17.0,-1.15,-1.42,2018,2017,0.98,Trevor Booker
-0.49,18,16.6,-0.94,-1.43,2018,2017,0.32,Rodney McGruder
-0.16,32,15.0,-1.28,-1.44,2018,2017,0.02,Kyle Collinsworth
0.80,14,19.7,-2.26,-1.46,2018,2017,0.30,Iman Shumpert
0.22,1,5.0,-1.69,-1.47,2018,2017,0.01,Gordon Hayward
-1.29,81,27.5,-0.19,-1.48,2018,2017,2.36,Kelly Oubre Jr.
0.39,17,7.2,-1.90,-1.51,2018,2017,0.06,Antonius Cleveland
-0.16,4,2.5,-1.37,-1.53,2018,2017,0.01,Nicolas Brussino
-1.07,50,14.3,-0.49,-1.56,2018,2017,0.73,Luke Babbitt
0.38,4,2.0,-1.95,-1.57,2018,2017,0.01,Erik McCree
0.70,15,5.9,-2.27,-1.57,2018,2017,0.09,Damian Jones
0.05,3,2.3,-1.63,-1.58,2018,2017,0.01,Reggie Hearn
0.18,2,3.5,-1.77,-1.59,2018,2017,0.01,Xavier Silas
0.87,72,20.0,-2.46,-1.59,2018,2017,1.42,Jarrett Allen
0.29,74,25.0,-1.89,-1.60,2018,2017,1.83,Michael Kidd-Gilchrist
-0.02,3,2.0,-1.32,-1.34,2018,2017,0.01,Jacob Pullen
0.03,4,18.8,-1.39,-1.36,2018,2017,0.08,Omari Johnson
0.62,1,13.0,-1.99,-1.37,2018,2017,0.02,Luol Deng
-0.09,1,1.0,-1.29,-1.38,2018,2017,0.00,Naz Mitrou-Long
0.49,1,1.0,-1.89,-1.40,2018,2017,0.00,Trey McKinney-Jones
0.53,11,16.0,-1.94,-1.41,2018,2017,0.18,Johnathan Motley
0.70,18,5.4,-2.12,-1.42,2018,2017,0.11,Brice Johnson
0.61,9,3.2,-2.04,-1.43,2018,2017,0.03,Tony Bradley
-1.04,74,22.3,-0.42,-1.46,2018,2017,1.76,Michael Beasley
0.42,73,12.1,-1.88,-1.46,2018,2017,0.96,Sam Dekker
-1.39,82,18.1,-0.08,-1.47,2018,2017,1.55,Pat Connaughton
1.16,27,7.0,-2.64,-1.48,2018,2017,0.20,Caleb Swanigan
-1.54,77,31.2,0.01,-1.53,2018,2017,2.49,Kyle Kuzma
-1.06,82,16.6,-0.50,-1.56,2018,2017,1.28,Raymond Felton
0.49,32,14.4,-2.05,-1.56,2018,2017,0.45,Kenneth Faried
-0.78,25,23.3,-0.79,-1.57,2018,2017,0.60,Cameron Payne
-0.66,14,16.8,-0.91,-1.57,2018,2017,0.24,Dante Exum
-0.89,68,29.7,-0.69,-1.58,2018,2017,2.00,Lauri Markkanen
-0.28,59,33.5,-1.31,-1.59,2018,2017,1.97,Brandon Ingram
0.23,67,22.9,-1.83,-1.60,2018,2017,1.51,Dwyane Wade
-1.84,82,36.3,0.22,-1.62,2018,2017,2.85,Andrew Wiggins
0.35,19,7.4,-1.98,-1.63,2018,2017,0.14,Darrell Arthur
0.76,72,21.2,-2.40,-1.64,2018,2017,1.51,Marquese Chriss
-0.34,13,8.8,-1.33,-1.67,2018,2017,0.10,Jabari Bird
1.30,73,15.8,-2.98,-1.68,2018,2017,1.09,Sindarius Thornwell
0.43,22,12.4,-2.13,-1.70,2018,2017,0.26,Tony Allen
-0.16,1,25.0,-1.54,-1.70,2018,2017,0.03,Jeremy Lin
0.46,24,25.0,-2.17,-1.71,2018,2017,0.56,Terrence Ross
-2.13,80,19.0,0.41,-1.72,2018,2017,1.35,Bryn Forbes
0.06,19,8.0,-1.79,-1.73,2018,2017,0.11,Damien Wilkins
0.07,25,4.2,-1.81,-1.74,2018,2017,0.09,Alex Poythress
-0.21,1,13.0,-1.53,-1.74,2018,2017,0.01,Devin Robinson
-0.06,6,4.7,-1.70,-1.76,2018,2017,0.02,Daniel Hamilton
0.31,22,3.2,-2.08,-1.77,2018,2017,0.06,D.J. Wilson
-2.63,67,31.0,0.84,-1.79,2018,2017,1.79,Dennis Schroder
0.81,18,10.1,-2.61,-1.80,2018,2017,0.15,Omer Asik
-2.13,78,27.9,0.32,-1.81,2018,2017,1.80,Bogdan Bogdanovic
-0.27,20,18.9,-1.55,-1.82,2018,2017,0.31,Myke Henry
-0.21,71,15.9,-1.63,-1.84,2018,2017,0.95,Shaun Livingston
-0.65,28,7.6,-1.19,-1.84,2018,2017,0.14,Rashad Vaughn
0.63,16,11.3,-2.24,-1.61,2018,2017,0.18,Isaiah Whitehead
0.10,11,2.7,-1.72,-1.62,2018,2017,0.03,Ike Anigbogu
-0.04,76,22.4,-1.59,-1.63,2018,2017,1.69,T.J. McConnell
0.24,1,2.0,-1.90,-1.66,2018,2017,0.00,Tyler Lydon
0.06,3,4.3,-1.73,-1.67,2018,2017,0.00,Tim Quarterman
-0.68,56,23.7,-1.01,-1.69,2018,2017,1.16,Andrew Harrison
0.03,1,5.0,-1.73,-1.70,2018,2017,0.01,Jeremy Evans
-2.85,80,24.3,1.14,-1.71,2018,2017,1.79,Marco Belinelli
-1.76,82,30.0,0.04,-1.72,2018,2017,2.25,Taurean Prince
-0.31,18,12.0,-1.41,-1.72,2018,2017,0.19,Josh Magette
-0.04,14,3.8,-1.70,-1.74,2018,2017,0.05,Alfonzo McKinnie
1.44,54,16.2,-3.18,-1.74,2018,2017,0.78,Noah Vonleh
-0.63,51,20.4,-1.13,-1.76,2018,2017,0.91,Greg Monroe
-0.70,20,12.3,-1.06,-1.76,2018,2017,0.03,Derrick Jones Jr.
-0.04,73,21.4,-1.74,-1.78,2018,2017,1.37,Dante Cunningham
-0.03,20,16.4,-1.76,-1.79,2018,2017,0.28,Luke Kornet
-1.75,81,23.3,-0.05,-1.80,2018,2017,1.63,Jordan Clarkson
-0.03,1,8.0,-1.79,-1.82,2018,2017,0.01,Scotty Hopson
-0.40,3,8.3,-1.42,-1.82,2018,2017,0.02,Monte Morris
-0.38,70,19.4,-1.46,-1.84,2018,2017,1.12,Quincy Acy
-0.40,5,5.6,-1.47,-1.87,2018,2017,0.02,Marcus Paige
-1.67,76,18.5,-0.22,-1.89,2018,2017,1.11,Mike Scott
-1.41,77,34.2,-0.49,-1.90,2018,2017,2.04,Harrison Barnes
-0.14,2,1.5,-1.76,-1.90,2018,2017,0.00,PJ Dozier
-0.03,24,12.7,-1.94,-1.97,2018,2017,0.23,Ryan Arcidiacono
-0.20,38,18.6,-1.82,-2.02,2018,2017,0.50,C.J. Williams
-0.45,1,2.0,-1.57,-2.02,2018,2017,0.00,Edmond Sumner
0.07,21,14.6,-2.11,-2.04,2018,2017,0.01,Troy Williams
-1.96,75,27.4,-0.09,-2.05,2018,2017,1.41,Tony Snell
-1.95,63,28.7,-0.11,-2.06,2018,2017,1.27,Elfrid Payton
-1.49,71,26.3,-0.58,-2.07,2018,2017,1.27,Caris LeVert
-0.49,38,13.7,-1.60,-2.09,2018,2017,0.35,Justin Anderson
0.10,18,5.9,-2.20,-2.10,2018,2017,0.07,Kadeem Allen
-1.19,80,26.1,-0.94,-2.13,2018,2017,1.33,Jae Crowder
0.94,36,10.5,-3.07,-2.13,2018,2017,0.23,Johnny O'Bryant III
-0.15,6,10.2,-2.00,-2.15,2018,2017,0.04,James Young
-0.35,1,35.0,-1.82,-2.17,2018,2017,0.02,Aaron Jackson
-1.76,81,21.8,-0.43,-2.19,2018,2017,1.05,Doug McDermott
-1.22,72,22.3,-1.00,-2.22,2018,2017,0.90,James Ennis III
-0.52,4,7.8,-1.71,-2.23,2018,2017,0.02,Markel Brown
-0.35,2,4.0,-1.51,-1.86,2018,2017,0.01,Luis Montero
-1.29,54,26.7,-0.59,-1.88,2018,2017,1.15,Marcus Morris
-0.27,1,1.0,-1.62,-1.89,2018,2017,0.00,Chris Boucher
0.71,21,21.3,-2.61,-1.90,2018,2017,0.35,Dorian Finney-Smith
-0.37,65,24.8,-1.56,-1.93,2018,2017,1.21,Garrett Temple
-0.79,67,17.4,-1.18,-1.97,2018,2017,0.88,Isaiah Taylor
0.05,44,10.8,-2.07,-2.02,2018,2017,0.34,Damyean Dotson
-1.30,75,22.1,-0.74,-2.04,2018,2017,1.16,Mario Hezonja
-1.97,36,19.2,-0.08,-2.05,2018,2017,0.47,Chandler Parsons
0.67,54,14.4,-2.72,-2.05,2018,2017,0.53,Sterling Brown
-0.74,63,16.7,-1.32,-2.06,2018,2017,0.71,Treveon Graham
1.78,27,19.8,-3.86,-2.08,2018,2017,0.36,Jonathan Isaac
-0.38,2,4.5,-1.72,-2.10,2018,2017,0.01,Ben Moore
0.71,64,26.4,-2.84,-2.13,2018,2017,1.08,Robin Lopez
-2.03,33,22.4,-0.10,-2.13,2018,2017,0.48,Quinn Cook
0.10,37,15.2,-2.24,-2.14,2018,2017,0.36,Alex Caruso
0.36,14,18.1,-2.52,-2.16,2018,2017,0.17,Markelle Fultz
0.01,28,14.0,-2.20,-2.19,2018,2017,0.10,Ramon Sessions
-0.05,12,8.9,-2.16,-2.21,2018,2017,0.06,Bruno Caboclo
0.12,20,8.2,-2.35,-2.23,2018,2017,0.09,Richard Jefferson
-0.27,29,14.7,-1.98,-2.25,2018,2017,0.23,Dwight Buycks
-2.23,80,28.1,-0.06,-2.29,2018,2017,1.20,JR Smith
-0.22,25,11.1,-2.10,-2.32,2018,2017,0.14,Juan Hernangomez
-0.54,6,3.5,-1.79,-2.33,2018,2017,0.01,Xavier Munford
-0.51,3,24.7,-1.84,-2.35,2018,2017,0.04,Marquis Teague
-2.10,65,33.0,-0.29,-2.39,2018,2017,1.04,TJ Warren
0.58,64,9.0,-3.01,-2.43,2018,2017,0.26,Brandon Paul
-2.40,80,17.4,-0.05,-2.45,2018,2017,0.62,Nick Young
-1.56,35,19.7,-0.89,-2.45,2018,2017,0.30,Wayne Selden
-0.07,30,28.4,-2.41,-2.48,2018,2017,0.37,Tyrone Wallace
-0.22,10,12.5,-2.28,-2.50,2018,2017,0.05,Milton Doyle
-2.03,63,33.8,-0.51,-2.54,2018,2017,0.79,Wesley Matthews
-1.71,52,18.9,-0.88,-2.59,2018,2017,0.32,Frank Mason III
-0.46,17,7.2,-2.17,-2.63,2018,2017,0.04,Georgios Papagiannis
-0.40,15,5.3,-2.28,-2.68,2018,2017,0.02,Demetrius Jackson
-0.23,18,13.3,-2.48,-2.71,2018,2017,0.06,Isaiah Hicks
-0.41,35,4.6,-2.34,-2.75,2018,2017,0.04,Jake Layman
-0.35,15,18.6,-2.42,-2.77,2018,2017,0.06,Jamel Artis
0.50,51,10.5,-3.31,-2.81,2018,2017,0.11,Tarik Black
-0.79,52,15.5,-2.02,-2.81,2018,2017,0.17,Timothe Luwawu-Cabarrot
-0.36,14,6.8,-1.88,-2.24,2018,2017,0.05,Darrun Hilliard
-0.62,16,9.2,-1.65,-2.27,2018,2017,0.08,Derrick Walton Jr.
