DRPM,GP,MPG,ORPM,RPM,Season_End_Year,Season_Start_Year,WINS,names
-0.28,63,19.0,-1.67,-1.95,2015,2014,0.29,Tarik Black
-3.77,82,25.5,1.76,-2.01,2015,2014,0.43,Terrence Ross
-1.40,78,31.7,-0.64,-2.04,2015,2014,0.49,Wilson Chandler
0.99,24,21.0,-3.13,-2.14,2015,2014,0.07,Michael Beasley
0.05,36,9.4,-2.21,-2.16,2015,2014,0.04,Reggie Bullock
-2.00,55,15.1,-0.18,-2.18,2015,2014,0.09,Shelvin Mack
-1.25,5,8.6,-0.96,-2.21,2015,2014,0.00,Glen Rice Jr.
-1.44,68,16.5,-0.80,-2.24,2015,2014,0.08,Mike Scott
-4.38,64,26.6,2.10,-2.28,2015,2014,0.08,Jamal Crawford
-2.96,42,18.3,0.63,-2.33,2015,2014,0.01,Alexey Shved
-1.46,21,11.8,-0.90,-2.36,2015,2014,-0.00,Nate Wolters
-1.13,17,14.4,-1.25,-2.38,2015,2014,0.00,Ricky Ledo
-0.29,14,14.3,-2.11,-2.40,2015,2014,-0.01,Francisco Garcia
-0.78,24,6.8,-1.69,-2.47,2015,2014,-0.01,JaMychal Green
-1.11,5,3.6,-0.64,-1.75,2015,2014,0.00,Toure' Murry
-0.13,82,22.2,-1.64,-1.77,2015,2014,0.62,Dante Exum
0.66,45,15.0,-2.50,-1.84,2015,2014,0.22,Maurice Harkless
-0.85,12,5.4,-1.03,-1.88,2015,2014,0.02,Russ Smith
-0.99,4,5.5,-0.92,-1.91,2015,2014,0.01,Andre Dawkins
-0.23,78,20.8,-1.69,-1.92,2015,2014,0.42,Caron Butler
-0.42,23,8.6,-1.52,-1.94,2015,2014,0.05,Cartier Martin
-1.22,14,8.7,-0.77,-1.99,2015,2014,0.03,Jordan Hamilton
-2.28,79,18.9,0.24,-2.04,2015,2014,0.28,Beno Udrih
-1.36,82,29.0,-0.68,-2.04,2015,2014,0.45,Solomon Hill
-3.06,35,34.5,0.91,-2.15,2015,2014,0.15,Kobe Bryant
-0.54,24,12.4,-1.63,-2.17,2015,2014,0.03,John Jenkins
-0.77,18,3.6,-1.41,-2.18,2015,2014,0.01,Cameron Bairstow
-1.63,3,11.0,-0.59,-2.22,2015,2014,0.00,David Stockton
0.78,66,32.6,-3.05,-2.27,2015,2014,0.11,Michael Carter-Williams
-1.67,63,17.3,-0.64,-2.31,2015,2014,0.03,Shawne Williams
-1.85,63,32.3,-0.51,-2.36,2015,2014,-0.01,Brandon Knight
-3.00,59,25.0,0.64,-2.36,2015,2014,-0.01,Jordan Clarkson
-1.28,53,20.9,-1.11,-2.39,2015,2014,-0.03,Donald Sloan
-0.18,54,14.8,-2.23,-2.41,2015,2014,-0.03,Thomas Robinson
-1.01,4,10.8,-1.48,-2.49,2015,2014,0.00,Gal Mekel
-0.48,47,17.0,-2.04,-2.52,2015,2014,-0.09,Aaron Gordon
-1.29,80,21.8,-1.25,-2.54,2015,2014,-0.21,Kyle Singler
-0.28,79,21.2,-2.31,-2.59,2015,2014,-0.24,Joe Ingles
-0.44,41,17.4,-2.19,-2.63,2015,2014,-0.12,Justin Hamilton
-1.11,56,9.0,-1.56,-2.67,2015,2014,-0.10,E'Twaun Moore
-1.48,1,6.0,-1.21,-2.69,2015,2014,0.00,Kalin Lucas
-2.52,76,30.1,-0.18,-2.70,2015,2014,-0.48,Trey Burke
-2.25,15,10.6,-0.46,-2.71,2015,2014,-0.04,Bryce Cotton
-3.87,75,28.5,1.15,-2.72,2015,2014,-0.49,Enes Kanter
-1.77,75,20.1,-0.98,-2.75,2015,2014,-0.37,Rasual Butler
-1.11,8,6.4,-1.67,-2.78,2015,2014,-0.02,Grant Jerrett
-0.57,26,24.5,-2.23,-2.80,2015,2014,-0.18,Anderson Varejao
1.32,67,18.3,-4.13,-2.81,2015,2014,-0.35,John Henson
-1.77,3,4.3,-1.04,-2.81,2015,2014,-0.00,Jamaal Franklin
-1.40,47,13.5,-1.42,-2.82,2015,2014,-0.18,Jeremy Lamb
-2.40,6,20.5,-0.43,-2.83,2015,2014,-0.04,Dwight Buycks
-0.49,9,7.9,-2.35,-2.84,2015,2014,-0.02,Drew Gordon
-2.49,63,22.3,-0.37,-2.86,2015,2014,-0.45,Jameer Nelson
-1.21,6,6.0,-1.68,-2.89,2015,2014,-0.01,Jerel McNeal
-1.22,4,7.3,-1.26,-2.48,2015,2014,-0.00,Patrick Christopher
-1.18,36,14.7,-1.33,-2.51,2015,2014,-0.05,Jordan Farmar
-2.21,68,34.8,-0.32,-2.53,2015,2014,-0.26,Tobias Harris
0.02,21,6.0,-2.58,-2.56,2015,2014,-0.02,Shavlik Randolph
0.33,16,8.9,-2.95,-2.62,2015,2014,-0.02,Earl Barron
-3.07,39,33.4,0.42,-2.65,2015,2014,-0.25,Kevin Martin
1.17,68,18.9,-3.85,-2.68,2015,2014,-0.26,Quincy Acy
-0.24,64,21.0,-2.46,-2.70,2015,2014,-0.28,Kris Humphries
-1.77,50,16.6,-0.94,-2.71,2015,2014,-0.18,Chris Copeland
-1.36,7,5.1,-1.36,-2.72,2015,2014,-0.01,Andrei Kirilenko
-0.79,52,23.7,-1.93,-2.72,2015,2014,-0.27,Ryan Kelly
-2.21,82,24.3,-0.57,-2.78,2015,2014,-0.52,Greivis Vasquez
-1.30,21,4.8,-1.49,-2.79,2015,2014,-0.03,CJ Wilcox
-0.31,64,18.6,-2.50,-2.81,2015,2014,-0.34,Ramon Sessions
-1.80,71,25.0,-1.01,-2.81,2015,2014,-0.52,Hollis Thompson
-0.12,25,10.4,-2.69,-2.81,2015,2014,-0.07,Noah Vonleh
-1.95,50,10.2,-0.88,-2.83,2015,2014,-0.15,Jimmer Fredette
-1.09,20,8.8,-1.75,-2.84,2015,2014,-0.01,Jorge Gutierrez
-1.77,47,20.0,-1.07,-2.84,2015,2014,-0.29,Isaiah Canaan
-0.53,77,22.3,-2.36,-2.89,2015,2014,-0.57,Jerryd Bayless
-0.56,34,10.1,-2.35,-2.91,2015,2014,-0.09,Austin Daye
-1.68,12,8.6,-1.27,-2.95,2015,2014,-0.04,Chris Douglas-Roberts
-2.36,72,18.5,-0.64,-3.00,2015,2014,-0.53,Brian Roberts
-3.33,74,19.5,0.29,-3.04,2015,2014,-0.63,Gerald Green
-2.02,30,6.4,-1.02,-3.04,2015,2014,-0.08,Ian Clark
-1.64,8,2.9,-1.42,-3.06,2015,2014,-0.01,Bruno Caboclo
-1.69,48,15.0,-1.42,-3.11,2015,2014,-0.35,Marcus Thornton
-3.33,68,28.7,0.18,-3.15,2015,2014,-0.98,Tony Parker
0.34,68,29.7,-3.55,-3.21,2015,2014,-1.12,Rajon Rondo
-1.80,23,11.1,-1.47,-3.27,2015,2014,-0.15,JaVale McGee
-0.68,51,13.4,-2.60,-3.28,2015,2014,-0.40,Allen Crabbe
-0.61,43,18.5,-2.72,-3.33,2015,2014,-0.49,Kostas Papanikolaou
1.40,32,17.0,-4.76,-3.36,2015,2014,-0.32,Samuel Dalembert
-2.09,68,15.4,-1.31,-3.40,2015,2014,-0.68,Damjan Rudez
-1.92,16,4.7,-1.52,-3.44,2015,2014,-0.05,Zoran Dragic
-1.17,80,27.6,-2.35,-3.52,2015,2014,-1.65,Dion Waiters
-1.58,55,15.1,-1.95,-3.53,2015,2014,-0.61,Ish Smith
-2.29,41,13.2,-1.26,-3.55,2015,2014,-0.41,Furkan Aldemir
-1.59,80,28.0,-2.06,-3.65,2015,2014,-1.76,Jarrett Jack
-2.30,54,12.3,-1.38,-3.68,2015,2014,-0.57,Alonzo Gee
-0.26,22,5.4,-2.65,-2.91,2015,2014,-0.04,Brendan Haywood
-1.86,78,32.1,-1.07,-2.93,2015,2014,-0.91,Arron Afflalo
0.70,63,13.1,-3.69,-2.99,2015,2014,-0.33,Jon Leuer
-1.78,51,7.5,-1.24,-3.02,2015,2014,-0.16,Jeff Ayres
-2.72,27,33.3,-0.32,-3.04,2015,2014,-0.38,Alec Burks
-2.40,64,10.6,-0.65,-3.05,2015,2014,-0.31,Charlie Villanueva
-1.85,75,24.4,-1.25,-3.10,2015,2014,-0.81,Norris Cole
-3.12,62,22.4,0.00,-3.12,2015,2014,-0.66,Marco Belinelli
-2.42,26,12.5,-0.75,-3.17,2015,2014,-0.13,A.J. Price
-0.87,33,10.8,-2.39,-3.26,2015,2014,-0.20,Kyle Anderson
1.51,61,16.0,-4.78,-3.27,2015,2014,-0.54,Cole Aldrich
-0.65,44,8.7,-2.65,-3.30,2015,2014,-0.22,Jerome Jordan
-2.38,60,24.4,-0.96,-3.34,2015,2014,-0.88,Jodie Meeks
0.03,75,17.7,-3.39,-3.36,2015,2014,-0.81,Kent Bazemore
-0.39,51,13.2,-3.04,-3.43,2015,2014,-0.44,Travis Wear
-1.85,63,13.2,-1.66,-3.51,2015,2014,-0.59,Luke Babbitt
-3.29,57,11.7,-0.24,-3.53,2015,2014,-0.49,James Jones
-1.74,67,19.2,-1.81,-3.55,2015,2014,-0.97,Chase Budinger
-2.05,78,31.5,-1.51,-3.56,2015,2014,-1.85,Jeff Green
-1.85,47,16.6,-1.80,-3.65,2015,2014,-0.63,Markel Brown
-2.93,77,19.7,-0.78,-3.71,2015,2014,-1.23,Dennis Schroder
-1.22,40,15.4,-2.51,-3.73,2015,2014,-0.54,TJ Warren
-2.45,45,16.5,-1.31,-3.76,2015,2014,-0.65,Robbie Hummel
-2.07,31,10.7,-1.69,-3.76,2015,2014,-0.30,James Young
-1.25,74,18.9,-2.56,-3.81,2015,2014,-1.26,Chris Kaman
-3.39,70,24.0,-0.42,-3.81,2015,2014,-1.48,Tim Hardaway Jr.
-0.78,50,12.0,-3.10,-3.88,2015,2014,-0.58,Phil Pressey
1.06,68,16.9,-4.97,-3.91,2015,2014,-1.12,Kendrick Perkins
-1.73,57,19.3,-2.24,-3.97,2015,2014,-1.09,Shawn Marion
-1.73,33,3.7,-2.26,-3.99,2015,2014,-0.13,Dahntay Jones
-2.75,42,30.2,-1.27,-4.02,2015,2014,-1.28,Jose Calderon
-1.61,76,20.6,-2.44,-4.05,2015,2014,-1.64,Austin Rivers
-2.36,71,23.8,-1.74,-4.10,2015,2014,-1.82,Carlos Boozer
-3.84,30,29.8,-0.34,-4.18,2015,2014,-1.05,Tony Wroten
-1.83,66,24.4,-2.37,-4.20,2015,2014,-1.84,Kirk Hinrich
-2.68,45,15.3,-1.59,-4.27,2015,2014,-0.82,P.J. Hairston
-2.45,73,15.4,-1.88,-4.33,2015,2014,-1.41,Nik Stauskas
-2.66,25,29.5,-1.68,-4.34,2015,2014,-0.93,Jabari Parker
-2.46,50,21.7,-1.92,-4.38,2015,2014,-1.42,Randy Foye
-2.10,58,24.1,-2.31,-4.41,2015,2014,-1.74,Tayshaun Prince
-2.51,54,22.1,-1.17,-3.68,2015,2014,-0.97,Gary Neal
0.01,61,14.4,-3.73,-3.72,2015,2014,-0.75,Jason Maxiell
-2.28,35,5.6,-1.48,-3.76,2015,2014,-0.18,Steve Novak
-1.21,34,13.4,-2.55,-3.76,2015,2014,-0.39,Spencer Dinwiddie
-0.80,70,17.0,-2.99,-3.79,2015,2014,-1.07,Carl Landry
-2.52,43,9.5,-1.29,-3.81,2015,2014,-0.38,Erick Green
-1.33,21,12.9,-2.55,-3.88,2015,2014,-0.25,John Salmons
0.28,73,19.2,-4.18,-3.90,2015,2014,-1.37,Henry Sims
-0.28,79,15.6,-3.68,-3.96,2015,2014,-1.16,Kevin Seraphin
-2.52,72,13.0,-1.45,-3.97,2015,2014,-0.94,Matt Bonner
-3.24,82,24.0,-0.76,-4.00,2015,2014,-1.99,D.J. Augustin
-0.36,52,18.3,-3.67,-4.03,2015,2014,-0.98,Willie Green
-3.93,78,23.8,-0.16,-4.09,2015,2014,-1.91,Bojan Bogdanovic
-1.02,40,12.3,-3.12,-4.14,2015,2014,-0.54,Andrew Nicholson
-1.34,29,9.7,-2.85,-4.19,2015,2014,-0.33,Raymond Felton
-1.30,29,6.2,-2.96,-4.26,2015,2014,-0.21,DeJuan Blair
-1.79,76,24.5,-2.54,-4.33,2015,2014,-2.19,Shane Larkin
-2.19,30,20.4,-2.15,-4.34,2015,2014,-0.72,Danny Granger
-1.42,70,26.8,-2.95,-4.37,2015,2014,-2.34,Jordan Hill
-0.50,62,21.8,-3.88,-4.38,2015,2014,-1.74,KJ McDaniels
5.04,81,34.7,3.93,8.97,2016,2015,22.66,Draymond Green
0.86,79,34.2,7.65,8.51,2016,2015,21.10,Stephen Curry
0.60,80,34.4,7.25,7.85,2016,2015,19.53,Russell Westbrook
0.97,72,35.8,5.51,6.48,2016,2015,16.00,Kevin Durant
2.14,77,31.5,3.17,5.31,2016,2015,12.52,Kevin Love
5.43,61,25.2,-0.48,4.95,2016,2015,7.69,Tim Duncan
3.25,65,34.6,1.58,4.83,2016,2015,12.03,DeMarcus Cousins
-0.98,82,38.1,5.37,4.39,2016,2015,15.07,James Harden
0.89,67,36.9,3.12,4.01,2016,2015,11.06,Jimmy Butler
0.63,79,36.1,3.13,3.76,2016,2015,12.27,Khris Middleton
3.07,72,31.8,0.65,3.72,2016,2015,9.96,Pau Gasol
2.93,79,26.1,0.32,3.25,2016,2015,8.18,Danny Green
1.79,73,31.6,1.21,3.00,2016,2015,9.28,Jae Crowder
3.16,81,32.9,-0.19,2.97,2016,2015,10.20,Andre Drummond
-0.02,80,36.2,2.92,2.90,2016,2015,10.50,Gordon Hayward
2.13,69,20.2,0.69,2.82,2016,2015,5.44,Kelly Olynyk
0.12,77,36.2,2.60,2.72,2016,2015,10.62,John Wall
0.59,81,28.9,2.08,2.67,2016,2015,8.51,Marvin Williams
2.62,81,20.8,-0.02,2.60,2016,2015,6.05,Ed Davis
0.79,72,33.0,1.80,2.59,2016,2015,8.65,Victor Oladipo
3.30,76,35.6,6.49,9.79,2016,2015,21.55,LeBron James
2.44,74,32.7,6.15,8.59,2016,2015,18.12,Chris Paul
3.88,72,33.1,4.19,8.07,2016,2015,16.74,Kawhi Leonard
1.70,77,37.0,5.12,6.82,2016,2015,17.34,Kyle Lowry
3.61,80,21.7,2.42,6.03,2016,2015,9.88,Nikola Jokic
3.26,81,32.7,1.98,5.24,2016,2015,14.05,Paul Millsap
1.58,81,34.8,3.35,4.93,2016,2015,14.66,Paul George
4.07,77,33.7,0.35,4.42,2016,2015,12.47,DeAndre Jordan
1.89,76,30.6,2.25,4.14,2016,2015,10.72,Ricky Rubio
1.91,58,19.6,2.00,3.91,2016,2015,5.12,Manu Ginobili
4.46,60,13.3,-0.72,3.74,2016,2015,3.42,Cole Aldrich
2.25,70,17.1,1.43,3.68,2016,2015,5.01,Channing Frye
5.45,70,20.7,-2.24,3.21,2016,2015,6.03,Andrew Bogut
2.08,82,32.1,0.89,2.97,2016,2015,10.09,Al Horford
2.83,79,22.8,0.12,2.95,2016,2015,7.11,Amir Johnson
0.08,56,31.4,2.78,2.86,2016,2015,6.36,Mike Conley
2.48,81,23.6,0.27,2.75,2016,2015,7.29,Jared Sullinger
0.56,75,31.5,2.14,2.70,2016,2015,8.36,Dirk Nowitzki
2.18,73,33.7,0.47,2.65,2016,2015,9.00,Brook Lopez
0.85,54,9.4,1.75,2.60,2016,2015,1.77,Boban Marjanovic
2.54,82,27.1,0.03,2.57,2016,2015,7.98,Gorgui Dieng
2.11,82,25.4,0.32,2.43,2016,2015,7.45,Mason Plumlee
3.02,57,19.2,-0.65,2.37,2016,2015,3.92,Nene Hilario
3.89,61,31.7,-1.55,2.34,2016,2015,6.29,Rudy Gobert
0.05,80,34.8,2.20,2.25,2016,2015,9.54,CJ McCollum
2.90,78,18.0,-0.69,2.21,2016,2015,4.67,David West
0.70,72,32.8,1.42,2.12,2016,2015,7.73,Goran Dragic
1.19,53,33.5,0.87,2.06,2016,2015,5.63,Chris Bosh
4.37,71,25.6,-2.33,2.04,2016,2015,6.09,Ian Mahinmi
2.26,73,24.3,-0.31,1.95,2016,2015,5.69,Cody Zeller
0.69,74,32.4,1.20,1.89,2016,2015,7.52,Luol Deng
2.65,75,30.1,-0.83,1.82,2016,2015,7.26,Marcin Gortat
1.62,82,28.5,0.11,1.73,2016,2015,7.34,Al-Farouq Aminu
0.39,31,34.2,1.31,1.70,2016,2015,3.32,Eric Bledsoe
0.61,65,26.6,1.08,1.69,2016,2015,5.44,Andre Iguodala
-0.36,81,20.5,2.01,1.65,2016,2015,5.05,Patty Mills
0.73,66,24.9,0.88,1.61,2016,2015,4.99,Nikola Mirotic
2.59,76,26.4,-1.04,1.55,2016,2015,5.68,Zaza Pachulia
1.17,75,30.3,0.34,1.51,2016,2015,6.91,Otto Porter Jr.
1.71,31,10.4,-0.26,1.45,2016,2015,0.93,Cristiano Felicio
-0.35,81,35.6,2.93,2.58,2016,2015,10.38,Kemba Walker
2.26,72,28.4,0.24,2.50,2016,2015,7.09,Kristaps Porzingis
1.01,71,28.7,1.37,2.38,2016,2015,7.15,Patrick Beverley
2.77,80,25.2,-0.42,2.35,2016,2015,7.05,Steven Adams
4.18,38,14.6,-1.88,2.30,2016,2015,1.90,Kevin Garnett
-0.73,72,35.1,2.97,2.24,2016,2015,8.40,Carmelo Anthony
1.49,74,30.6,0.66,2.15,2016,2015,7.46,LaMarcus Aldridge
1.33,35,33.4,0.74,2.07,2016,2015,3.91,Blake Griffin
2.74,77,19.1,-0.68,2.06,2016,2015,4.92,Clint Capela
-0.16,79,25.6,2.19,2.03,2016,2015,6.24,Patrick Patterson
1.82,61,35.5,0.10,1.92,2016,2015,7.03,Anthony Davis
0.78,81,25.9,1.09,1.87,2016,2015,6.82,Jared Dudley
-0.61,80,33.3,2.38,1.77,2016,2015,8.70,Klay Thompson
-0.16,53,34.7,1.88,1.72,2016,2015,5.64,Danilo Gallinari
1.82,80,30.0,-0.13,1.69,2016,2015,7.31,Kyle Korver
1.80,62,32.0,-0.13,1.67,2016,2015,5.71,Derrick Favors
-0.94,65,28.2,2.57,1.63,2016,2015,5.62,Jrue Holiday
2.09,67,28.4,-0.49,1.60,2016,2015,5.84,Robert Covington
2.37,79,20.7,-0.82,1.55,2016,2015,4.59,Trevor Booker
-1.82,79,30.7,3.27,1.45,2016,2015,7.00,Reggie Jackson
2.19,46,16.7,-0.77,1.42,2016,2015,2.31,Festus Ezeli
0.52,76,36.7,0.85,1.37,2016,2015,7.88,Kentavious Caldwell-Pope
-1.22,77,30.7,2.56,1.34,2016,2015,6.49,JR Smith
0.99,75,15.3,0.32,1.31,2016,2015,3.18,Mike Scott
1.99,36,16.1,-0.74,1.25,2016,2015,1.62,Tiago Splitter
-0.98,79,32.2,2.21,1.23,2016,2015,6.51,Rodney Hood
0.86,30,6.9,0.33,1.19,2016,2015,0.54,Matt Bonner
2.01,52,34.4,-0.90,1.11,2016,2015,4.60,Marc Gasol
0.27,80,35.3,0.84,1.11,2016,2015,7.46,Giannis Antetokounmpo
0.34,74,34.1,0.63,0.97,2016,2015,6.58,George Hill
2.05,80,20.8,-1.12,0.93,2016,2015,4.34,Wesley Johnson
2.21,64,25.3,-1.40,0.81,2016,2015,3.88,Tony Allen
1.24,73,33.0,-0.48,0.76,2016,2015,5.93,Thaddeus Young
0.18,79,29.3,0.53,0.71,2016,2015,5.53,Greg Monroe
1.39,70,21.7,-0.73,0.66,2016,2015,3.62,Darrell Arthur
0.23,78,23.9,0.40,0.63,2016,2015,4.48,Aaron Gordon
1.97,78,16.0,-1.36,0.61,2016,2015,2.86,Kyle Anderson
0.44,81,33.8,0.14,0.58,2016,2015,6.54,Monta Ellis
-0.31,80,20.3,0.88,0.57,2016,2015,3.70,Dennis Schroder
2.44,29,21.9,-1.88,0.56,2016,2015,1.48,Joakim Noah
2.94,73,29.1,-1.51,1.43,2016,2015,5.96,Hassan Whiteside
1.24,82,27.7,0.13,1.37,2016,2015,6.30,Tristan Thompson
0.51,80,35.7,0.85,1.36,2016,2015,8.05,Marcus Morris
-3.16,75,35.7,4.47,1.31,2016,2015,7.65,Damian Lillard
2.80,51,12.9,-1.50,1.30,2016,2015,1.74,Jeff Withey
-1.89,82,32.2,3.13,1.24,2016,2015,7.58,Isaiah Thomas
-0.29,70,35.0,1.51,1.22,2016,2015,6.75,Nicolas Batum
0.09,25,30.6,1.06,1.15,2016,2015,2.01,Tyreke Evans
1.56,73,26.5,-0.45,1.11,2016,2015,5.11,Taj Gibson
1.87,66,18.6,-0.87,1.00,2016,2015,3.19,Jeremy Lamb
0.62,69,27.2,0.34,0.96,2016,2015,5.12,Omri Casspi
0.86,78,32.1,0.03,0.89,2016,2015,6.48,Serge Ibaka
-0.22,82,32.0,1.03,0.81,2016,2015,6.56,Karl-Anthony Towns
0.95,65,31.3,-0.19,0.76,2016,2015,4.99,Nikola Vucevic
-0.71,76,24.6,1.39,0.68,2016,2015,4.36,Matthew Dellavedova
2.10,57,18.2,-1.45,0.65,2016,2015,2.45,Spencer Hawes
0.86,76,33.1,-0.25,0.61,2016,2015,5.88,Tobias Harris
-1.35,78,33.9,1.95,0.60,2016,2015,5.97,Wesley Matthews
-0.65,81,35.3,1.22,0.57,2016,2015,6.72,Trevor Ariza
-0.24,81,33.4,0.80,0.56,2016,2015,6.29,Joe Johnson
-0.23,61,29.5,0.71,0.48,2016,2015,3.94,Chandler Parsons
0.52,78,19.5,-0.19,0.33,2016,2015,3.31,Shaun Livingston
-0.59,72,35.2,0.89,0.30,2016,2015,5.83,Rajon Rondo
1.64,62,19.5,-1.41,0.23,2016,2015,2.63,Ronnie Price
1.35,34,11.7,-1.16,0.19,2016,2015,0.81,Salah Mejri
0.36,70,34.0,-0.19,0.17,2016,2015,5.21,Rudy Gay
0.08,60,17.9,0.06,0.14,2016,2015,2.24,Nemanja Bjelica
0.50,82,31.0,-0.40,0.10,2016,2015,5.34,PJ Tucker
0.96,26,30.2,-0.87,0.09,2016,2015,1.60,DeMarre Carroll
0.64,76,18.2,-0.57,0.07,2016,2015,2.83,Boris Diaw
1.56,39,12.7,-1.50,0.06,2016,2015,0.99,Tarik Black
3.02,82,22.0,-2.97,0.05,2016,2015,3.46,Bismack Biyombo
0.97,82,27.1,-0.95,0.02,2016,2015,4.30,Robin Lopez
-1.59,66,30.4,1.59,0.00,2016,2015,4.05,Ryan Anderson
0.72,61,27.3,-0.73,-0.01,2016,2015,3.45,Marcus Smart
1.62,71,32.1,-1.66,-0.04,2016,2015,4.43,Dwight Howard
1.14,65,11.8,-1.22,-0.08,2016,2015,1.45,Kyle O'Quinn
1.78,47,23.3,-1.90,-0.12,2016,2015,2.11,Al Jefferson
-0.91,67,25.3,0.74,-0.17,2016,2015,3.16,Kenneth Faried
1.13,16,7.0,-1.32,-0.19,2016,2015,0.20,Chris Kaman
2.05,29,21.2,-1.56,0.49,2016,2015,1.44,Rondae Hollis-Jefferson
0.50,66,20.3,-0.15,0.35,2016,2015,2.96,Brandon Bass
-1.59,75,28.0,1.90,0.31,2016,2015,4.59,JJ Redick
0.11,65,32.4,0.18,0.29,2016,2015,4.37,Deron Williams
-0.40,72,28.1,0.62,0.22,2016,2015,4.18,Jose Calderon
2.53,52,14.7,-2.35,0.18,2016,2015,1.58,Amar'e Stoudemire
0.64,60,26.0,-0.49,0.15,2016,2015,3.15,Jonas Valanciunas
0.39,59,14.7,-0.25,0.14,2016,2015,1.80,Solomon Hill
2.22,69,14.4,-2.12,0.10,2016,2015,2.03,Dwight Powell
-1.24,76,33.4,1.32,0.08,2016,2015,5.31,Avery Bradley
1.55,70,22.2,-1.48,0.07,2016,2015,3.16,Andre Roberson
-0.36,52,21.3,0.42,0.06,2016,2015,2.19,Josh Richardson
1.12,19,5.1,-1.09,0.03,2016,2015,0.17,Joel Anthony
1.26,54,24.4,-1.24,0.02,2016,2015,2.56,Iman Shumpert
1.29,25,3.8,-1.30,-0.01,2016,2015,0.19,Sasha Kaun
2.11,17,13.2,-2.14,-0.03,2016,2015,0.46,Elton Brand
1.15,79,20.2,-1.20,-0.05,2016,2015,3.07,Lavoy Allen
0.69,42,14.2,-0.78,-0.09,2016,2015,1.12,Josh McRoberts
-2.47,78,35.9,2.33,-0.14,2016,2015,5.15,DeMar DeRozan
0.97,67,18.7,-1.14,-0.17,2016,2015,2.45,Jon Leuer
1.08,32,17.1,-1.29,-0.21,2016,2015,1.00,Jusuf Nurkic
-1.50,82,21.0,1.27,-0.23,2016,2015,3.15,Enes Kanter
1.37,63,20.1,-1.69,-0.32,2016,2015,2.24,Larry Nance Jr.
1.00,78,15.1,-1.34,-0.34,2016,2015,2.13,Jonas Jerebko
-0.83,36,15.8,0.48,-0.35,2016,2015,1.04,Carl Landry
1.41,55,16.4,-1.78,-0.37,2016,2015,1.61,David Lee
0.64,39,10.9,-1.01,-0.37,2016,2015,0.74,Willie Reed
-0.61,45,32.9,0.21,-0.40,2016,2015,2.60,Eric Gordon
-0.13,79,29.5,-0.31,-0.44,2016,2015,3.91,Courtney Lee
-2.52,79,21.3,2.05,-0.47,2016,2015,2.94,Mirza Teletovic
2.18,66,24.5,-2.69,-0.51,2016,2015,2.72,Tyson Chandler
0.56,82,24.8,-1.09,-0.53,2016,2015,3.26,Langston Galloway
-2.68,53,31.5,2.08,-0.60,2016,2015,2.59,Kyrie Irving
0.42,12,6.8,-1.10,-0.68,2016,2015,0.12,Tibor Pleiss
-0.11,81,15.3,-0.58,-0.69,2016,2015,1.82,Joe Ingles
0.39,5,3.8,-1.10,-0.71,2016,2015,0.03,Nazr Mohammed
-2.51,74,30.0,1.77,-0.74,2016,2015,3.48,Darren Collison
-0.09,80,25.6,-0.68,-0.77,2016,2015,2.91,Cory Joseph
-0.04,13,14.8,-0.76,-0.80,2016,2015,0.29,Alan Anderson
-0.18,78,26.3,-0.65,-0.83,2016,2015,2.95,Jeremy Lin
1.03,73,20.7,-1.22,-0.19,2016,2015,2.77,Jordan Hill
0.54,10,6.8,-0.76,-0.22,2016,2015,0.14,Alan Williams
0.77,8,9.1,-1.09,-0.32,2016,2015,0.13,Alex Stepheson
1.76,58,12.2,-2.08,-0.32,2016,2015,1.26,Dewayne Dedmon
1.62,75,23.4,-1.97,-0.35,2016,2015,3.07,Thabo Sefolosha
0.89,80,24.4,-1.24,-0.35,2016,2015,3.54,Garrett Temple
0.90,56,14.7,-1.27,-0.37,2016,2015,1.43,Andrew Nicholson
-0.77,72,27.5,0.37,-0.40,2016,2015,3.37,Tony Parker
-0.41,72,18.6,0.00,-0.41,2016,2015,2.25,Anthony Tolliver
0.64,37,6.4,-1.10,-0.46,2016,2015,0.41,KJ McDaniels
0.31,7,29.3,-0.78,-0.47,2016,2015,0.34,Michael Kidd-Gilchrist
0.18,29,7.8,-0.70,-0.52,2016,2015,0.37,Lucas Nogueira
0.90,64,25.5,-1.47,-0.57,2016,2015,2.71,Markieff Morris
0.08,61,14.9,-0.71,-0.63,2016,2015,1.43,Sasha Vujacic
-1.81,79,28.5,1.12,-0.69,2016,2015,3.53,Jeff Teague
0.53,7,5.9,-1.23,-0.70,2016,2015,0.06,Shayne Whittington
-0.46,52,20.3,-0.27,-0.73,2016,2015,1.53,Shelvin Mack
0.12,1,6.0,-0.88,-0.76,2016,2015,0.01,Rakeem Christmas
0.19,11,6.6,-0.96,-0.77,2016,2015,0.11,Edy Tavares
1.86,64,20.3,-2.66,-0.80,2016,2015,1.90,Tony Snell
0.57,60,9.4,-1.44,-0.87,2016,2015,0.81,Mike Muscala
0.96,78,28.6,-1.86,-0.90,2016,2015,3.10,Justise Winslow
-0.43,36,24.0,-0.49,-0.92,2016,2015,1.15,Tyler Johnson
-0.30,73,29.4,-0.62,-0.92,2016,2015,3.03,Elfrid Payton
0.35,59,13.9,-1.28,-0.93,2016,2015,1.12,Pablo Prigioni
-0.71,60,16.8,-0.28,-0.99,2016,2015,1.36,Vince Carter
